WONum,TYPEID,woStatus,BOMITEMPART,PARTDESCRIPTION,BOMITEMDESCRIPTION,WOITEMQTY,WOITEMTOTAL,ITEMNAME,qtyOrdered,dateScheduledFulfillment,invQTY,CSTMFLD,BOMITEMID,
22-0215:081,20,Entered,R-CH-A36-3X6-480,"Steel, Channel, Standard, ASTM A36, C3X6, 480-0"" Long",Add R-CH-A36-3X6-480,0.0690000000000,0.138000000,Add R-CH-A36-3X6-480,2,2022-07-08 08:40:41.0,16.540000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49289,
22-0216-1:120,20,Entered,R-CH-A36-3X6-480,"Steel, Channel, Standard, ASTM A36, C3X6, 480-0"" Long",Add R-CH-A36-3X6-480,0.0690000000000,0.138000000,Add R-CH-A36-3X6-480,2,2022-07-06 13:56:15.0,16.540000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49681,
22-0215:077,20,Entered,R-19W4-S-025-200-31-300,"Steel, Serrated Bar Grating, 19W4 2-0"" x 1/4"", 31-0"" Wide, 300-0"" Long",Add R-19W4-S-025-200-31-300,1.0400000000000,3.120000000,Add R-19W4-S-025-200-31-300,3,2022-07-08 08:40:41.0,2.190000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49275,
22-0215:078,20,Entered,R-19W4-S-025-200-31-300,"Steel, Serrated Bar Grating, 19W4 2-0"" x 1/4"", 31-0"" Wide, 300-0"" Long",Add R-19W4-S-025-200-31-300,0.2300000000000,0.690000000,Add R-19W4-S-025-200-31-300,3,2022-07-08 08:40:41.0,2.190000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49278,
22-0216-1:116,20,Entered,R-19W4-S-025-200-31-300,"Steel, Serrated Bar Grating, 19W4 2-0"" x 1/4"", 31-0"" Wide, 300-0"" Long",Add R-19W4-S-025-200-31-300,1.0400000000000,3.120000000,Add R-19W4-S-025-200-31-300,3,2022-07-06 13:56:15.0,2.190000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49667,
22-0216-1:117,20,Entered,R-19W4-S-025-200-31-300,"Steel, Serrated Bar Grating, 19W4 2-0"" x 1/4"", 31-0"" Wide, 300-0"" Long",Add R-19W4-S-025-200-31-300,0.2300000000000,0.690000000,Add R-19W4-S-025-200-31-300,3,2022-07-06 13:56:15.0,2.190000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49670,
22-0215:004,20,Entered,F-BOL-G5-HH-038-16-0125,"BOLT HEX HEAD 0.38-16 X 1.25L ZP, GRADE 5",Add F-BOL-G5-HH-038-16-0125,20.0000000000000,20.000000000,Add F-BOL-G5-HH-038-16-0125,1,2022-07-08 08:40:41.0,616.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49060,
22-0216-1:014,20,Entered,F-BOL-G5-HH-038-16-0125,"BOLT HEX HEAD 0.38-16 X 1.25L ZP, GRADE 5",Add F-BOL-G5-HH-038-16-0125,20.0000000000000,20.000000000,Add F-BOL-G5-HH-038-16-0125,1,2022-07-06 13:56:15.0,616.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49359,
22-0215:021,20,Entered,DZ1471-96,FLOOR PLATE 0.38 x 14.5 x 96.0,Add DZ1471-96,1.0000000000000,1.000000000,Add DZ1471-96,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FP-CQ-038-09600-1450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49112,
22-0215:008,20,Entered,DZ1370-T72,TUBE 11GA x 1.5 x 1.5 x 149.07,Add DZ1370-T72,1.0000000000000,2.000000000,Add DZ1370-T72,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-14907""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49073,
22-0216-1:002,20,Entered,DZ1370-T72,TUBE 11GA x 1.5 x 1.5 x 149.07,Add DZ1370-T72,1.0000000000000,2.000000000,Add DZ1370-T72,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-14907""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49326,
22-0216-1:001,20,Entered,DZ1370-72.00,HANDRAIL WITH EXTENSION 72.00L,Add DZ1370-72.00,2.0000000000000,2.000000000,Add DZ1370-72.00,1,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49324,
22-0216-1:015,20,Entered,DZ1295,PLATE 0.38 x 11.0 x 24.0,Add DZ1295,1.0000000000000,1.000000000,Add DZ1295,1,2022-07-06 13:56:15.0,5.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-02400-1100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49365,
22-0216-1:019,20,Entered,DZ1295,PLATE 0.38 x 11.0 x 24.0,Add DZ1295,1.0000000000000,1.000000000,Add DZ1295,1,2022-07-06 13:56:15.0,5.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-02400-1100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49377,
22-0215:002,20,Entered,DZ1281,PLATE 0.25 x 2.25 x 4.81,Add DZ1281,1.0000000000000,2.000000000,Add DZ1281,2,2022-07-08 08:40:41.0,6.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-00481-0225""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49054,
22-0215:001,20,Entered,DZ1280-11.25,WHEEL PIN 11.25inL ZINC PLATED,Add DZ1280-11.25,2.0000000000000,2.000000000,Add DZ1280-11.25,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49052,
22-0215:048,20,Entered,DZ1239-96W32,SPRING BEAM WELDMENT 96 WIDE 32K,Add DZ1239-96W32,1.0000000000000,1.000000000,Add DZ1239-96W32,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49191,
22-0216-1:036,20,Entered,DZ1234,OUTER LEG PIN SUPPORT WELDMENT,Add DZ1234,2.0000000000000,2.000000000,Add DZ1234,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49423,
22-0216-1:055,20,Entered,DZ1234,OUTER LEG PIN SUPPORT WELDMENT,Add DZ1234,2.0000000000000,2.000000000,Add DZ1234,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49483,
22-0216-1:037,20,Entered,DZ1233,PLATE 0.25 x 7.25 x 26.75,Add DZ1233,1.0000000000000,2.000000000,Add DZ1233,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-025-02675-0725""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49425,
22-0216-1:056,20,Entered,DZ1233,PLATE 0.25 x 7.25 x 26.75,Add DZ1233,1.0000000000000,2.000000000,Add DZ1233,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-025-02675-0725""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49485,
22-0216-1:033,20,Entered,DZ1232,TUBE 7GA x 6.0 x 4.0 x 25.25,Add DZ1232,1.0000000000000,1.000000000,Add DZ1232,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-G7-600-400-02525""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49415,
22-0216-1:052,20,Entered,DZ1232,TUBE 7GA x 6.0 x 4.0 x 25.25,Add DZ1232,1.0000000000000,1.000000000,Add DZ1232,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-G7-600-400-02525""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49475,
22-0216-1:027,20,Entered,DZ1231,PLATE 0.63 x 5.38 x 8.0,Add DZ1231,1.0000000000000,1.000000000,Add DZ1231,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-063-00800-0538""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49399,
22-0216-1:046,20,Entered,DZ1231,PLATE 0.63 x 5.38 x 8.0,Add DZ1231,1.0000000000000,1.000000000,Add DZ1231,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-063-00800-0538""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49459,
22-0216-1:030,20,Entered,DZ1223,PLATE 0.38 x 3.0 x 11.5,Add DZ1223,2.0000000000000,2.000000000,Add DZ1223,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01150-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49407,
22-0216-1:049,20,Entered,DZ1223,PLATE 0.38 x 3.0 x 11.5,Add DZ1223,2.0000000000000,2.000000000,Add DZ1223,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01150-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49467,
22-0216-1:026,20,Entered,DZ1210,ADJUSTABLE LEGS HORSESHOE PIN WELDMENT,Add DZ1210,1.0000000000000,1.000000000,Add DZ1210,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49397,
22-0216-1:045,20,Entered,DZ1210,ADJUSTABLE LEGS HORSESHOE PIN WELDMENT,Add DZ1210,1.0000000000000,1.000000000,Add DZ1210,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49457,
22-0215:020,20,Entered,DZ1185-96,"HEADER 96"" WIDE 16K & 22K CAPACITY",Add DZ1185-96,1.0000000000000,1.000000000,Add DZ1185-96,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49110,
22-0216-1:065,20,Entered,DZ1150,IMPACTABLE TUBE WELDMENT,Add DZ1150,1.0000000000000,1.000000000,Add DZ1150,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49519,
22-0216-1:087,20,Entered,DZ1150,IMPACTABLE TUBE WELDMENT,Add DZ1150,1.0000000000000,1.000000000,Add DZ1150,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49583,
22-0216-1:066,20,Entered,DZ1149,TUBE 0.19 x 3.0 x 2.0 x 36.0,Add DZ1149,1.0000000000000,1.000000000,Add DZ1149,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-019-300-200-03600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49521,
22-0216-1:088,20,Entered,DZ1149,TUBE 0.19 x 3.0 x 2.0 x 36.0,Add DZ1149,1.0000000000000,1.000000000,Add DZ1149,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-019-300-200-03600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49585,
22-0215:030,20,Entered,DZ1120-120,PLATE 0.19 x 29.69 x 120.0,Add DZ1120-120,1.0000000000000,1.000000000,Add DZ1120-120,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49138,
22-0216-1:064,20,Entered,DZ1114-32R,RIGHT DFE GIRDER WELDMENT 38'L 32K,Add DZ1114-32R,1.0000000000000,1.000000000,Add DZ1114-32R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49517,
22-0215:005,20,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Add DZ1003,1.0000000000000,1.000000000,Add DZ1003,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49065,
22-0216-1:011,20,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Add DZ1003,1.0000000000000,1.000000000,Add DZ1003,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49351,
22-0215:013,20,Entered,S-TU-A513-G11-150-150-06900,TUBE 11GA x 1.5 x 1.5 x 69.0,Add S-TU-A513-G11-150-150-06900,1.0000000000000,4.000000000,Add S-TU-A513-G11-150-150-06900,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-06900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49090,
22-0216-1:007,20,Entered,S-TU-A513-G11-150-150-06900,TUBE 11GA x 1.5 x 1.5 x 69.0,Add S-TU-A513-G11-150-150-06900,1.0000000000000,4.000000000,Add S-TU-A513-G11-150-150-06900,4,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-06900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49343,
22-0215:008,20,Entered,S-TU-A513-G11-150-150-03700,TUBE 11GA x 1.5 x 1.5 x 37.0,Add S-TU-A513-G11-150-150-03700,1.0000000000000,2.000000000,Add S-TU-A513-G11-150-150-03700,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-03700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49076,
22-0216-1:002,20,Entered,S-TU-A513-G11-150-150-03700,TUBE 11GA x 1.5 x 1.5 x 37.0,Add S-TU-A513-G11-150-150-03700,1.0000000000000,2.000000000,Add S-TU-A513-G11-150-150-03700,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-03700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49329,
22-0216-1:109,20,Entered,S-SP-GR50-038-09600-0600,PLATE 0.38 x 6.0 x 96.0,Add S-SP-GR50-038-09600-0600,1.0000000000000,1.000000000,Add S-SP-GR50-038-09600-0600,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-GR50-038-600-09600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49650,
22-0216-1:066,20,Entered,S-RT-A519CDS-300-063-00250,ROUND TUBE 3 x 0.63 x 2.5,Add S-RT-A519CDS-300-063-00250,1.0000000000000,1.000000000,Add S-RT-A519CDS-300-063-00250,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RT-A519CDS-300-063-00250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49524,
22-0216-1:088,20,Entered,S-RT-A519CDS-300-063-00250,ROUND TUBE 3 x 0.63 x 2.5,Add S-RT-A519CDS-300-063-00250,1.0000000000000,1.000000000,Add S-RT-A519CDS-300-063-00250,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RT-A519CDS-300-063-00250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49588,
22-0216-1:027,20,Entered,S-RD-A36-025-00100,ROUND 0.25 x 1.0,Add S-RD-A36-025-00100,2.0000000000000,2.000000000,Add S-RD-A36-025-00100,1,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49402,
22-0216-1:046,20,Entered,S-RD-A36-025-00100,ROUND 0.25 x 1.0,Add S-RD-A36-025-00100,2.0000000000000,2.000000000,Add S-RD-A36-025-00100,1,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49462,
22-0215:005,20,Entered,S-PI-A500B-125-S40-00450,PIPE 1.25 x SCH40 x 4.5,Add S-PI-A500B-125-S40-00450,1.0000000000000,1.000000000,Add S-PI-A500B-125-S40-00450,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-PI-A500B-125-S40-00450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49068,
22-0216-1:011,20,Entered,S-PI-A500B-125-S40-00450,PIPE 1.25 x SCH40 x 4.5,Add S-PI-A500B-125-S40-00450,1.0000000000000,1.000000000,Add S-PI-A500B-125-S40-00450,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-PI-A500B-125-S40-00450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49354,
22-0215:001,20,Entered,HWK-DME,DME HARDWARE KIT,Add HWK-DME,1.0000000000000,1.000000000,Add HWK-DME,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49058,
22-0216-1:001,20,Entered,HRR38T72L14SC,HANDRAIL 38.5T 72L POWDERCOAT,Add HRR38T72L14SC,4.0000000000000,4.000000000,Add HRR38T72L14SC,1,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49338,
22-0215:004,20,Entered,F-NUT-G5-HH-038-16,"NUT, HEX 0.38-16 UNC ZINC PLATED, GRADE 5",Add F-NUT-G5-HH-038-16,20.0000000000000,20.000000000,Add F-NUT-G5-HH-038-16,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49061,
22-0216-1:014,20,Entered,F-NUT-G5-HH-038-16,"NUT, HEX 0.38-16 UNC ZINC PLATED, GRADE 5",Add F-NUT-G5-HH-038-16,20.0000000000000,20.000000000,Add F-NUT-G5-HH-038-16,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49360,
22-0216-1:015,20,Entered,DZ1296,PLATE 0.5 x 3.0 x 14.0,Add DZ1296,2.0000000000000,2.000000000,Add DZ1296,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01400-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49368,
22-0216-1:019,20,Entered,DZ1296,PLATE 0.5 x 3.0 x 14.0,Add DZ1296,2.0000000000000,2.000000000,Add DZ1296,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01400-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49380,
22-0215:021,20,Entered,DZ1294,PLATE 0.5 x 8.19 x 12.31,Add DZ1294,4.0000000000000,4.000000000,Add DZ1294,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01231-0819""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49115,
22-0215:002,20,Entered,DZ1280P-11.25,ROUND 1.0 x 11.25,Add DZ1280P-11.25,1.0000000000000,2.000000000,Add DZ1280P-11.25,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-C1045-100-01125""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49055,
22-0215:054,20,Entered,DZ1241,PLATE 0.5 x 13.44 x 19.75,Add DZ1241,4.0000000000000,4.000000000,Add DZ1241,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01975-1344""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49210,
22-0215:048,20,Entered,DZ1240-96W32,WHEEL BEAM WELDMENT 96 WIDE 32K,Add DZ1240-96W32,1.0000000000000,1.000000000,Add DZ1240-96W32,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49205,
